Point Number;X cooridnate;Y coordinate;Z coordinate
2452;-435;-527;-149
2453;298;744;291
2454;-117;555;-512
2455;694;-81;-473
2456;310;230;77
2457;-430;609;-131
2458;162;177;474
2459;-545;-469;-33
2460;-141;73;-344
2461;-582;-25;14
2462;532;-211;598
2463;324;120;64
2464;-190;180;-600
2465;427;468;-191
2466;-500;-275;676
2467;-13;750;-608
2468;-199;-234;203
2469;132;5;694
2470;294;-350;-324
2471;95;806;233
2472;-537;374;-105
2473;-655;-519;-646
2474;-558;-805;-781
2475;-183;713;-728
2476;-80;590;-866
2477;292;183;110
2478;-322;-121;658
2479;257;-442;-378
2480;219;166;362
2481;444;664;-512
2482;458;-395;328
2483;-688;-860;657
2484;-516;-451;-818
2485;-569;-824;-759
2486;-591;-708;52
2487;356;430;-232
2488;-308;-33;-639
2489;161;306;754
2490;300;609;50
2491;-583;-147;67
2492;729;699;686
2493;4;-346;253
2494;-293;-131;-603
2495;-69;-428;22
2496;537;355;-145
2497;153;573;181
2498;-25;413;-689
2499;326;191;70
2500;51;642;-610
2501;-567;-786;-272
2502;-436;-150;540
2503;-639;536;-27
2504;334;415;-137
2505;-487;-536;-782
2506;-501;-207;707
2507;681;838;-447
2508;-161;-377;160
2509;-736;-544;-121
2510;104;-440;-481
2511;209;-235;-538
2512;-347;730;-694
2513;-316;612;-633
2514;-511;659;-83
2515;-817;641;468
2516;-26;-705;480
2517;-513;584;357
2518;-451;-602;12
2519;-564;-189;781
2520;-534;-248;531
2521;-183;419;-645
2522;239;879;113
2523;-672;-564;588
2524;228;198;410
2525;-748;-150;-298
2526;519;296;-260
2527;-710;344;411
2528;437;358;-47
2529;-160;-761;585
2530;-713;-708;-186
2531;-607;-752;552
2532;440;725;-545
2533;94;-451;-478
2534;697;685;588
2535;-3;-212;-417
2536;410;304;-258
2537;-887;-799;585
2538;-522;68;-178
2539;-362;692;-245
2540;-34;-545;709
2541;-527;-593;-172
2542;-107;-735;632
2543;-540;510;496
2544;-244;517;-856
2545;558;-219;484
2546;-798;-683;-38
2547;-56;10;-755
2548;510;254;-60
2549;495;778;-541
2550;-641;-785;-732
2551;169;-456;-464
2552;636;649;-499
2553;-632;-668;-694
2554;-427;-649;-439
2555;-699;-690;779
2556;-609;-773;838
2557;508;810;899
2558;-306;-325;631
2559;-771;437;531
2560;-567;-543;-69
2561;462;303;-302
2562;570;803;-526
2563;-344;103;-723
2564;564;-310;406
2565;693;-412;542
2566;587;36;-581
2567;501;755;579
2568;625;526;800
2569;96;-305;-437
2570;2;-222;105
2571;-732;363;298
2572;-344;-54;523
2573;-64;667;-835
2574;-552;721;-22
2575;-575;-237;584
2576;-427;488;-240
2577;17;-549;609
2578;693;868;815
2579;-395;41;839
2580;200;339;632
2581;788;-599;-692
2582;-262;-314;162
2583;-661;-886;-65
2584;766;672;-468
2585;-156;-150;-20
2586;-720;-851;645
2587;730;-544;-585
2588;-360;-620;-603
2589;845;-557;-448
2590;479;280;6
2591;16;44;728
2592;-528;-429;-24
2593;205;6;669
2594;-90;-522;385
2595;297;701;57
2596;759;-484;-527
2597;12;757;185
2598;128;219;747
2599;-471;-466;-160
2600;-329;-629;623
2601;689;-506;-440
2602;-531;-608;-78
2603;-487;-132;791
2604;-793;-74;-84
2605;-255;-124;-480
2606;-572;563;-342
2607;-448;715;-74
2608;-622;-933;708
2609;-152;468;-529
2610;-503;-747;-111
2611;-563;617;486
2612;282;-30;613
2613;430;390;-300
2614;-536;28;844
2615;-753;672;577
2616;-29;234;-616
2617;167;304;476
2618;120;676;283
2619;820;782;-576
2620;-384;21;751
2621;76;-243;-445
2622;-110;-150;33
2623;-295;-174;584
2624;-38;63;-673
2625;-590;-619;-262
2626;85;556;245
2627;-555;-331;836
2628;-620;-425;-156
2629;-965;-656;793
2630;-643;610;580
2631;-521;589;-194
2632;-161;-18;-781
2633;-814;-695;46
2634;382;234;665
2635;-707;-88;-86
2636;-578;-668;30
2637;-538;-395;-640
2638;570;342;-220
2639;-275;592;-550
2640;-197;-566;367
2641;-198;751;-500
2642;-518;568;497
2643;-965;-682;687
2644;775;820;668
2645;32;766;246
2646;-694;640;-301
2647;76;-266;-545
2648;-778;-919;654
2649;308;769;211
2650;475;754;705
2651;-123;474;-839
2652;387;-596;491
2653;800;-406;-737
2654;177;-226;-477
2655;-23;192;627
2656;-171;71;-791
2657;-575;-697;-867
2658;-419;474;-421
2659;-282;193;-597
2660;-116;-657;779
2661;468;263;19
2662;612;-523;366
2663;-114;-2;-540
2664;-20;854;292
2665;-193;-811;642
2666;60;595;-722
2667;701;244;-719
2668;-711;-475;8
2669;207;653;325
2670;540;758;-312
2671;-134;-300;194
2672;476;719;-529
2673;-360;-286;222
2674;414;155;-33
2675;690;722;-371
2676;701;572;846
2677;-684;585;-213
2678;117;574;269
2679;455;296;-72
2680;-419;59;667
2681;-674;-572;588
2682;141;125;500
2683;-677;716;389
2684;-671;541;-339
2685;458;-434;600
2686;103;169;757
2687;477;669;754
2688;-714;-510;612
2689;-575;-198;867
2690;-353;-612;-725
2691;-832;-928;658
2692;309;-442;-512
2693;28;94;-515
2694;-89;-288;171
2695;-493;608;540
2696;-701;-582;-779
2697;-655;-708;-788
2698;-561;-472;-680
2699;-123;-711;511
2700;-611;-500;-13
2701;161;86;458
2702;-850;-603;-2
2703;-345;-80;587
2704;750;806;-468
2705;437;159;-416
2706;527;564;653
2707;56;175;783
2708;511;168;-706
2709;-497;517;-143
2710;-71;18;-521
2711;-517;-734;783
2712;-61;481;-481
2713;175;807;168
2714;170;-30;502
2715;228;-548;-329
2716;-414;-799;-638
2717;533;-373;530
2718;-527;428;-145
2719;-563;-197;-211
2720;-293;-667;-527
2721;-711;-856;756
2722;545;-502;507
2723;39;-455;-306
2724;285;364;-162
2725;185;-405;-354
2726;825;677;-276
2727;-281;-60;634
2728;-220;120;-586
2729;767;847;660
2730;-114;-251;291
2731;716;516;-516
2732;-183;459;-871
2733;-284;722;-595
2734;534;100;-528
2735;471;216;-599
2736;-503;-693;87
2737;125;-17;781
2738;509;587;886
2739;726;930;694
2740;-426;-779;-516
2741;540;141;-753
2742;-236;585;-548
2743;681;578;-619
2744;-139;638;-914
2745;-846;-706;680
2746;-451;-648;-450
2747;537;-450;-649
2748;-162;-809;666
2749;-126;-338;358
2750;675;748;728
2751;-573;-541;-66
2752;780;67;-623
2753;-352;-559;588
2754;-589;419;-103
2755;643;159;-452
2756;537;-333;-646
2757;-4;-221;-395
2758;-447;-94;775
2759;-56;-56;-526
2760;686;-19;-469
2761;699;657;-459
2762;71;104;408
2763;-243;515;-510
2764;-631;-305;-50
2765;746;-700;-693
2766;663;-440;441
2767;-890;460;432
2768;779;24;-451
2769;-63;-497;771
2770;-604;710;-227
2771;477;695;564
2772;-624;484;614
2773;-508;-560;-731
2774;245;669;357
2775;-286;516;-146
2776;-53;-255;-427
2777;-509;768;-100
2778;-335;-638;-619
2779;780;638;-650
2780;-569;679;-53
2781;375;423;-55
2782;239;-464;-437
2783;510;139;-795
2784;685;-29;-534
2785;-640;-6;112
2786;-516;686;-190
2787;-642;-672;595
2788;-194;429;-793
2789;-815;-694;51
2790;182;637;127
2791;35;151;454
2792;-677;-171;-114
2793;317;-216;-330
2794;743;783;727
2795;-103;-433;358
2796;-312;-234;22
2797;512;387;-105
2798;349;348;-131
2799;-622;-692;542
2800;268;-22;521
2801;-488;599;-209
2802;374;-369;539
2803;738;749;571
2804;544;605;812
2805;595;827;-336
2806;309;334;93
2807;440;16;-481
2808;-667;451;381
2809;-188;-672;361
2810;617;36;-500
2811;-232;-676;528
2812;-876;408;344
2813;-578;111;-215
2814;748;-441;-681
2815;-462;-91;-258
2816;-156;-849;621
2817;-708;-526;16
2818;710;799;835
2819;245;225;-128
2820;533;308;-221
2821;676;594;853
2822;743;865;-281
2823;-446;-639;-576
2824;396;317;-20
2825;-393;-545;-656
2826;337;206;554
2827;306;-443;600
2828;650;-263;474
2829;-624;574;374
2830;-726;333;604
2831;493;298;-685
2832;251;352;-240
2833;35;536;-808
2834;-635;-802;-705
2835;-568;-531;-600
2836;-284;-211;753
2837;-623;-806;799
2838;63;553;297
2839;-681;-217;-218
2840;-33;13;-584
2841;-625;564;429
2842;-249;408;-658
2843;-455;-161;541
2844;-499;-190;47
2845;-756;602;609
2846;375;176;557
2847;764;-379;-442
2848;-405;623;-663
2849;-271;-359;181
2850;-952;-643;757
2851;-359;-218;608
2852;-210;593;-784
2853;-717;-727;646
2854;653;126;-612
2855;721;-734;-555
2856;647;755;-469
2857;-511;-803;-742
2858;150;-170;-459
2859;282;-468;-485
2860;-527;-664;-582
2861;590;-230;594
2862;-323;627;-657
2863;-261;-140;646
2864;-585;675;547
2865;567;-246;639
2866;-254;-282;134
2867;864;633;-460
2868;-607;486;-333
2869;-143;-554;777
2870;-357;-165;566
2871;-770;60;-212
2872;-818;-756;882
2873;184;-398;-269
2874;-61;-162;-692
2875;-160;-849;596
2876;-397;-83;794
2877;621;-432;-530
2878;-688;-548;-244
2879;820;-523;-645
2880;-691;-65;723
2881;346;168;757
2882;-548;-539;-77
2883;-265;-487;538
2884;-582;-246;-32
2885;-764;-574;762
2886;-70;-114;338
2887;-433;-73;-187
2888;-716;-940;822
2889;-28;-281;-494
2890;-198;-119;227
2891;67;-206;-428
2892;-37;-684;695
2893;745;538;768
2894;203;159;448
2895;-552;-84;780
2896;311;-476;-453
2897;-102;-78;226
2898;405;420;-87
2899;81;698;29
2900;-272;-553;727
2901;261;640;6
2902;316;-278;-357
2903;-614;-640;-582
2904;401;-362;647
2905;-238;-533;422
2906;-349;-75;777
2907;736;-4;-619
2908;-419;-32;-169
2909;-172;-548;621
2910;-579;-838;619
2911;-113;499;-472
2912;-723;549;567
2913;6;-263;-395
2914;305;434;-253
2915;-7;201;497
2916;30;620;145
2917;-572;711;-394
2918;577;868;624
2919;261;654;95
2920;372;-493;405
2921;-309;-215;652
2922;-620;-585;76
2923;508;558;-429
2924;-648;-698;-278
2925;672;-504;-521
2926;806;-413;-496
2927;-614;-588;-681
2928;-579;-64;-258
2929;237;310;620
2930;566;811;-558
2931;174;702;201
2932;-355;447;-349
2933;441;372;-242
2934;-758;-561;916
2935;-629;613;-347
2936;569;55;-476
2937;870;-518;-584
2938;-532;-166;592
2939;105;184;807
2940;-438;-731;-694
2941;-246;-188;752
2942;-393;-778;-545
2943;241;500;146
2944;749;-556;-754
2945;65;-319;-392
2946;-43;850;107
2947;-503;515;349
2948;-306;-126;234
2949;-274;-679;-762
2950;742;734;597
2951;-784;41;-166
2952;726;787;-418
2953;-396;-337;710
2954;-206;-156;165
2955;544;813;-466
2956;60;633;133
2957;706;655;601
2958;187;759;240
2959;583;-48;-472
2960;-703;-632;514
2961;-371;-348;236
2962;-285;491;-253
2963;112;-521;-405
2964;532;101;-463
2965;-443;-293;660
2966;-706;624;367
2967;-594;-538;-210
2968;540;603;548
2969;713;-412;-818
2970;-169;-497;200
2971;-573;504;549
2972;667;-507;-535
2973;-554;-687;-540
2974;-51;-807;603
2975;65;-441;-630
2976;427;148;-49
2977;501;-453;-642
2978;611;660;507
2979;615;-309;-517
2980;-562;-73;672
2981;-674;-686;41
2982;-428;684;-68
2983;-785;27;15
2984;340;-222;-451
2985;663;-353;332
2986;-691;-461;-112
2987;-549;-191;-67
2988;354;410;-120
2989;497;-260;608
2990;-299;-619;772
2991;708;47;-566
2992;339;-432;569
2993;-395;-664;-797
2994;-680;-484;789
2995;109;-166;-597
2996;759;-630;-690
2997;-665;-104;-265
2998;-196;-624;828
2999;-244;122;-632
3000;384;267;-186
3001;46;5;516
3002;700;610;-447
3003;-311;-77;-711
3004;164;31;633
3005;-464;-104;-215
3006;42;-471;-527
3007;-95;807;-768
3008;306;236;488
3009;-540;-704;-887
3010;184;-477;-378
3011;647;798;-303
3012;544;-563;-572
3013;-368;673;-403
3014;493;863;549
3015;149;-566;-521
3016;749;-11;-559
3017;773;632;-500
3018;-586;617;-152
3019;-701;630;283
3020;-855;440;591
3021;492;184;-597
3022;498;-35;-408
3023;244;-416;-294
3024;580;446;-58
3025;-364;449;-163
3026;-32;-168;-610
3027;-294;91;-633
3028;367;-283;567
3029;-37;-167;128
3030;-271;-563;426
3031;-644;-270;730
3032;-145;489;-735
3033;-898;483;519
3034;685;914;-353
3035;-610;-930;680
3036;-256;110;-406
3037;343;400;-38
3038;-846;-687;-162
3039;291;-443;-585
3040;-496;-518;-878
3041;-493;41;625
3042;-407;-702;-674
3043;-673;566;-326
3044;630;243;-12
3045;-713;-4;-88
3046;-355;387;-291
3047;331;666;99
3048;-398;-584;-42
3049;255;324;519
3050;-15;737;140
3051;59;274;551
3052;319;135;-126
3053;-109;-486;156
3054;179;95;383
3055;-270;188;-524
3056;-193;203;-480
3057;-559;-43;-184
3058;90;226;658
3059;286;456;-117
3060;540;-401;347
3061;524;456;41
3062;-571;800;-226
3063;-611;-671;-459
3064;-847;-816;633
3065;605;-587;458
3066;-442;-492;-501
3067;-172;174;-656
3068;554;-232;405
3069;514;519;738
3070;-105;250;-522
3071;-912;-838;691
3072;-238;-60;175
3073;-484;-566;-498
3074;-220;-720;552
3075;-530;-486;-597
3076;646;913;623
3077;269;765;335
3078;-667;290;413
3079;-689;-236;-236
3080;-709;-819;607
3081;-633;55;-70
3082;-631;-221;625
3083;-603;-571;-724
3084;389;-300;611
3085;296;78;667
3086;221;623;106
3087;592;-410;-679
3088;77;102;594
3089;-719;707;437
3090;-22;-458;503
3091;170;121;758
3092;39;95;-508
3093;-457;651;-211
3094;-117;519;-571
3095;-618;-554;-715
3096;557;-539;-568
3097;-174;-664;778
3098;-573;-216;819
3099;-485;-836;-526
3100;146;-130;-469
3101;220;232;753
3102;-140;-381;489
3103;744;850;-558
3104;188;637;415
3105;603;-282;449
3106;509;-591;-614
3107;-538;692;-394
3108;-137;419;-772
3109;774;-431;-575
3110;-98;683;110
3111;-431;-144;652
3112;-673;509;450
3113;-408;-48;926
3114;-766;-732;806
3115;-682;-771;-637
3116;-643;-103;830
3117;-524;393;349
3118;56;-291;-354
3119;-226;592;-865
3120;328;-332;-592
3121;-546;-626;717
3122;27;-305;275
3123;-19;52;-454
3124;-593;30;-254
3125;-65;-527;702
3126;147;135;489
3127;375;194;73
3128;824;791;-512
3129;-616;-511;-54
3130;-654;-479;-692
3131;590;595;-382
3132;-505;-135;-155
3133;-182;-234;43
3134;381;-305;400
3135;179;111;748
3136;379;-431;-394
3137;-397;486;-100
3138;269;-375;-423
3139;-600;-489;-737
3140;-650;-546;829
3141;-104;-645;777
3142;349;-370;498
3143;-625;764;-300
3144;-282;-488;623
3145;161;-321;-566
3146;-375;656;-80
3147;-598;455;-119
3148;319;91;-10
3149;-496;645;522
3150;724;724;-226
3151;702;717;-271
3152;-363;-211;259
3153;596;-573;626
3154;-697;-665;-121
3155;-199;-32;-565
3156;-237;-139;115
3157;355;-209;-538
3158;-549;-807;-532
3159;20;573;-696
3160;231;272;412
3161;-173;-444;655
3162;188;40;572
3163;264;-435;-493
3164;-879;-797;850
3165;558;516;628
3166;270;669;388
3167;-714;-897;793
3168;-281;647;-886
3169;72;-669;615
3170;243;-188;-333
3171;-590;-267;-35
3172;498;189;-672
3173;146;-427;-574
3174;262;602;241
3175;-282;500;-780
3176;-514;-751;-462
3177;-344;-578;-755
3178;-118;-461;144
3179;-638;657;461
3180;252;230;71
3181;-238;600;-481
3182;680;671;-399
3183;711;-591;-522
3184;-430;-716;-818
3185;347;81;561
3186;843;810;-559
3187;370;-530;384
3188;39;-128;-554
3189;162;-277;-543
3190;-461;-311;732
3191;-593;-64;-96
3192;778;-534;-409
3193;537;-539;-539
3194;-35;555;-542
3195;-340;-147;597
3196;-253;-354;31
3197;774;11;-520
3198;343;-7;485
3199;209;-296;-666
3200;-315;-625;-622
3201;-790;-502;748
3202;-711;-135;27
3203;643;683;711
3204;515;0;-472
3205;559;-489;555
3206;-650;-176;867
3207;-502;-837;-796
3208;-651;-94;-233
3209;659;274;-555
3210;-779;-522;796
3211;-530;-435;-171
3212;-423;-295;726
3213;-133;-272;141
3214;556;840;-406
3215;790;-391;-672
3216;495;510;-131
3217;-563;-521;-501
3218;-431;-165;912
3219;883;636;-485
3220;-32;449;-827
3221;-119;610;-512
3222;659;927;742
3223;-565;-464;-495
3224;295;347;-251
3225;-302;-500;-732
3226;-288;517;-318
3227;53;648;5
3228;-609;-131;-110
3229;114;169;716
3230;-17;507;-760
3231;398;699;704
3232;-456;-746;-712
3233;31;-237;35
3234;247;324;40
3235;73;-371;-435
3236;-491;-809;-638
3237;-104;550;-610
3238;-480;396;-241
3239;-5;-284;76
3240;521;252;-142
3241;-823;-813;570
3242;-5;696;311
3243;-125;153;-776
3244;-119;-37;-804
3245;-678;-726;513
3246;-476;-708;69
3247;405;-469;492
3248;-186;826;-741
3249;-852;-141;-98
3250;-581;-354;673
3251;-326;498;-78
3252;185;792;132
3253;180;686;238
3254;-636;-222;-106
3255;-89;-632;825
3256;-256;-253;259
3257;-241;-569;575
3258;236;250;76
3259;-22;-321;306
3260;-609;-843;553
3261;-801;-593;-32
3262;-487;-611;80
3263;602;185;-786
3264;-75;526;-551
3265;-54;-415;659
3266;-322;611;-674
3267;273;682;313
3268;-193;392;-631
3269;463;917;757
3270;-438;-148;961
3271;-606;-683;619
3272;-385;-54;-596
3273;666;780;-619
3274;478;229;-205
3275;-50;-314;-441
3276;45;-47;-614
3277;635;-514;-551
3278;673;-681;-475
3279;-623;-841;0
3280;-702;-770;113
3281;-9;61;-603
3282;663;695;725
3283;-210;-482;542
3284;-62;586;-910
3285;-199;-768;684
3286;313;160;-3
3287;-344;759;-275
3288;698;-324;-481
3289;7;495;-645
3290;39;-357;-471
3291;391;-514;582
3292;-668;-99;99
3293;193;355;535
3294;40;707;392
3295;104;-450;-525
3296;555;634;799
3297;65;779;72
3298;-619;-794;620
3299;-467;-123;-126
3300;-106;208;-684
3301;-227;-56;-596
3302;538;-470;714
3303;145;-539;-467
3304;-635;409;-188
3305;-595;605;-161
3306;-148;-85;226
3307;-469;-647;-211
3308;-283;-694;629
3309;-256;717;-789
3310;-888;498;531
3311;-186;529;-655
3312;-477;-434;-712
3313;633;-561;464
3314;-457;736;-27
3315;-379;-323;244
3316;-397;741;-248
3317;-673;620;631
3318;523;-574;-458
3319;443;422;-179
3320;319;-505;576
3321;36;770;62
3322;-830;-742;-133
3323;58;697;-650
3324;609;-366;-569
3325;-114;-759;456
3326;-536;27;-75
3327;-538;-20;743
3328;616;765;712
3329;184;-158;-361
3330;-404;-705;-479
3331;-67;-377;-13
3332;-187;767;-514
3333;603;-298;539
3334;673;-594;-430
3335;210;350;-87
3336;-56;-548;802
3337;802;-412;-497
3338;412;-591;469
3339;-838;18;-192
3340;-462;522;-128
3341;457;-434;320
3342;571;-516;-425
3343;-451;-238;520
3344;-57;-665;471
3345;30;149;-685
3346;-134;37;-612
3347;831;647;-616
3348;758;676;-514
3349;-534;-707;-850
3350;-305;721;-128
3351;-780;504;491
3352;-334;-620;-555
3353;324;-394;-326
3354;520;742;-269
3355;486;405;-196
3356;227;295;13
3357;457;68;-556
3358;693;-550;370
3359;663;-112;-577
3360;249;150;560
3361;139;210;538
3362;33;127;597
3363;-458;404;-206
3364;-602;454;616
3365;-296;656;-608
3366;-82;-110;-457
3367;26;-47;-736
3368;-481;-765;-463
3369;-283;-436;247
3370;185;-465;-459
3371;-114;65;-778
3372;788;607;805
3373;-15;-15;-389
3374;446;836;846
3375;264;719;388
3376;500;-312;681
3377;221;-71;535
3378;378;-410;-347
3379;335;457;-216
3380;-422;-99;956
3381;789;782;628
3382;-388;-302;796
3383;-31;64;-519
3384;651;865;-382
3385;757;855;-512
3386;497;59;-576
3387;-76;-761;635
3388;-8;-375;280
3389;-310;-150;264
3390;-855;-111;-172
3391;-564;-864;639
3392;-708;534;410
3393;153;898;53
3394;800;567;-428
3395;188;601;129
3396;-585;-627;-102
3397;-22;-293;-5
3398;608;218;-667
3399;-533;625;446
3400;-938;-681;854
3401;333;105;655
3402;254;-291;-571
3403;272;250;636
3404;-719;-463;-234
3405;400;-618;421
3406;-341;-297;99
3407;128;-144;-491
3408;-20;441;-581
3409;765;-489;-638
3410;134;80;525
3411;613;-101;-632
3412;-204;-54;-664
3413;-50;-284;350
3414;-124;-506;550
3415;-505;-128;496
3416;254;610;304
3417;-836;-893;785
3418;157;522;345
3419;-47;-249;347
3420;-56;800;-709
3421;658;269;-476
3422;681;864;861
3423;-125;-373;546
3424;-344;-622;580
3425;544;43;-606
3426;-893;-833;676
3427;-463;475;-365
3428;-672;-714;57
3429;-7;-266;-376
3430;-105;-747;611
3431;669;36;-582
3432;-135;-394;60
3433;-515;100;-158
3434;-361;621;-133
3435;-478;439;-379
3436;-101;-323;416
3437;580;-621;647
3438;429;430;85
3439;-196;468;-655
3440;-604;-147;825
3441;-446;-650;56
3442;484;-44;-434
3443;-171;-540;595
3444;-80;-274;240
3445;-224;653;-507
3446;-717;-894;758
3447;610;816;-654
3448;352;251;98
3449;256;-225;-534
3450;541;-225;510
3451;-504;-633;-740
3452;-764;-675;-165
3453;-662;-182;-322
3454;-341;-197;227
3455;417;-588;601
3456;671;-1;-374
3457;587;87;-630
3458;-542;-661;-243
3459;26;-679;482
3460;-736;-955;777
3461;-543;-570;-551
3462;-212;-419;322
3463;-693;-585;815
3464;-764;-799;913
3465;699;-438;643
3466;-725;-700;-149
3467;268;478;-113
3468;18;-82;-447
3469;452;153;-398
3470;524;-514;-746
3471;635;228;-632
3472;128;-253;-638
3473;696;882;-318
3474;658;522;-357
3475;-403;-513;-606
3476;-632;-212;67
3477;606;426;-138
3478;629;610;648
3479;680;577;771
3480;-341;-350;777
3481;149;-296;-361
3482;666;-545;629
3483;267;-383;-680
3484;-808;-863;730
3485;-612;490;-380
3486;592;919;795
3487;-453;0;634
3488;-576;-511;101
3489;-637;-621;-94
3490;748;752;822
3491;-238;-96;328
3492;80;291;745
3493;-596;54;72
3494;-543;393;652
3495;-592;-154;-290
3496;-5;86;-543
3497;-121;-468;278
3498;-628;638;328
3499;376;127;684
3500;-537;454;-17
3501;-796;101;-172
3502;-667;-795;-16
3503;48;-222;264
3504;-537;-115;736
3505;657;844;-622
3506;-517;-104;925
3507;-542;-694;760
3508;-141;400;-673
3509;-619;408;-271
3510;-242;-191;633
3511;-741;520;302
3512;-555;541;469
3513;-418;-85;-58
3514;-680;-783;894
3515;497;77;-364
3516;512;787;758
3517;777;-297;-537
3518;-253;-476;187
3519;512;-32;-445
3520;-765;-614;-33
3521;-84;-522;710
3522;608;-415;-500
3523;568;687;-672
3524;-145;-108;-655
3525;-207;-143;111
3526;-627;-224;723
3527;-761;331;364
3528;-569;680;-151
3529;148;570;142
3530;179;7;524
3531;-483;596;-449
3532;549;-411;-499
3533;-308;540;-753
3534;-535;-473;-640
3535;-833;670;510
3536;-620;746;-256
3537;571;-403;607
3538;27;64;759
3539;-669;-628;-91
3540;-490;-315;779
3541;434;-586;478
3542;-497;-619;-880
3543;-422;-329;791
3544;-639;-548;-649
3545;433;740;820
3546;821;-332;-682
3547;18;540;-740
3548;322;-381;561
3549;-590;578;376
3550;-828;-666;824
3551;-743;-807;528
3552;416;855;686
3553;-30;626;-614
3554;-599;410;570
3555;-276;556;-848
3556;-174;-617;787
3557;759;599;-590
3558;-636;-252;-250
3559;374;530;-68
3560;-834;-106;-83
3561;430;814;873
3562;117;-492;-324
3563;-553;419;339
3564;-523;-529;-275
3565;115;-452;-503
3566;378;27;-542
3567;-719;559;539
3568;-728;-731;-164
3569;104;-521;-334
3570;468;671;910
3571;882;-450;-562
3572;-420;-306;746
3573;511;94;-618
3574;-421;-544;-479
3575;-427;572;-101
3576;629;-305;457
3577;-844;381;368
3578;-724;-539;612
3579;842;764;-509
3580;-640;-271;-7
3581;216;628;310
3582;303;497;-3
3583;-39;-641;590
3584;590;738;569
3585;-96;195;-620
3586;-652;399;293
3587;-833;-232;-98
3588;666;587;851
3589;587;-468;588
3590;-174;-16;-388
3591;314;-13;629
3592;-695;436;287
3593;-722;517;714
3594;-861;-827;690
3595;-535;-58;-283
3596;-622;462;527
3597;729;744;-284
3598;52;-246;-285
3599;611;516;-520
3600;-530;-742;734
3601;-802;297;577
3602;-706;-877;733
3603;-244;-568;537
3604;34;-316;169
3605;-130;-323;144
3606;363;209;-535
3607;-730;78;-274
3608;-76;-173;149
3609;-558;0;707
3610;525;67;-560
3611;288;-464;440
3612;-210;-465;697
3613;679;608;545
3614;641;-328;-654
3615;-617;-678;631
3616;71;651;75
3617;-121;467;-671
3618;-258;-212;329
3619;-579;339;314
3620;-508;-118;48
3621;-149;99;-554
3622;-290;-660;734
3623;-527;-809;-587
3624;-359;64;-545
3625;-829;-35;-263
3626;726;-725;-573
3627;-597;570;-217
3628;-50;626;-686
3629;363;-499;510
3630;385;373;-307
3631;254;-196;-598
3632;416;-302;-407
3633;-166;470;-511
3634;-903;-841;611
3635;-524;-716;51
3636;150;335;661
3637;-291;19;-461
3638;141;87;412
3639;624;750;822
3640;-642;-13;7
3641;-635;-739;872
3642;-315;-304;724
3643;-550;-639;78
3644;531;-488;-671
3645;-143;505;-806
3646;-584;-826;-545
3647;486;198;-62
3648;609;864;-579
3649;-667;-450;-186
3650;100;-260;-355
3651;773;-51;-553
3652;-79;40;-517
3653;207;-445;-226
3654;204;816;230
3655;581;788;720
3656;-525;-485;-543
3657;-585;-22;820
3658;77;-505;-303
3659;-313;-745;-728
3660;580;298;-39
3661;-616;-454;44
3662;556;599;544
3663;510;-482;433
3664;-334;-779;-590
3665;478;-286;418
3666;480;390;-283
3667;616;-385;-718
3668;112;315;579
3669;-731;357;565
3670;-605;654;377
3671;539;606;-379
3672;-838;324;417
3673;-475;-6;-96
3674;-533;-108;69
3675;433;-337;652
3676;188;-205;-367
3677;-145;18;-698
3678;284;366;-127
3679;784;-581;-463
3680;602;805;-587
3681;-347;506;-405
3682;807;-565;-764
3683;768;-280;-657
3684;-709;-586;-598
3685;575;-360;740
3686;143;-396;-678
3687;-698;-122;712
3688;110;-497;-607
3689;-212;-417;234
3690;-265;-232;-7
3691;-793;549;312
3692;-635;18;105
3693;-596;-30;-252
3694;403;239;28
3695;-661;-258;-146
3696;-720;-559;-141
3697;-634;-13;635
3698;-652;-561;-541
3699;-294;666;-756
3700;-577;457;-298
3701;533;850;-585
3702;394;-498;412
3703;510;906;816
3704;-33;105;-697
3705;918;-524;-628
3706;-270;-267;270
3707;-271;95;-445
3708;284;65;785
3709;-148;-98;180
3710;488;396;-24
3711;-627;-766;756
3712;-378;15;-520
3713;-51;-140;272
3714;219;278;567
3715;-632;447;499
3716;-694;-619;674
3717;-112;691;-901
3718;492;-26;-669
3719;-873;-812;800
3720;-310;541;-570
3721;450;680;600
3722;-263;82;-402
3723;-551;-134;700
3724;431;297;-150
3725;-798;-767;952
3726;-584;-156;718
3727;400;539;-77
3728;-460;-100;-155
3729;544;0;-775
3730;-619;-783;844
3731;494;534;-517
3732;-282;-249;27
3733;681;-607;-439
3734;320;-179;-550
3735;-249;-652;-612
3736;-192;14;-422
3737;391;455;114
3738;527;602;-316
3739;-648;-9;706
3740;636;858;861
3741;-760;417;616
3742;240;324;-208
3743;-248;717;-818
3744;517;625;604
3745;-333;596;-838
3746;287;201;796
3747;-567;-637;43
3748;-334;-222;769
3749;487;-393;-592
3750;409;160;-127
3751;51;-22;501
3752;-695;-617;767
3753;-615;-509;-734
3754;-269;-685;-660
3755;521;-596;369
3756;-131;791;-758
3757;-66;-52;-730
3758;-54;-593;445
3759;-113;-597;783
3760;639;726;-394
3761;-507;-707;30
3762;295;44;499
3763;-192;-252;316
3764;-201;-44;-521
3765;-467;660;-97
3766;-194;760;-744
